id	turn1	turn2	turn3	label
8594	U let me know	of course!	Hey u knw what u really look beautiful i dont why but i find u soo appealing... I feel like i m just addicted to you... Are there any chances of us being together?? It will be like dream come true for me Rushhhh 😘😘😘😘	others
8595	what was your pointer	Meant to say 2 point attempt.	i hardly get 7 pointer in my sen	others
8596	Now	In a week's time	Make it fast	others
8597	It is no rain	mine says its sunny	Nor sunny	others
8598	What am i doing idiot	Nothing much.Trying to sleep:)	Yes	others
8599	:D i was thinking of us :)	hahaha. Dangers of being a standup comic :-P	Do you have plans tonight?	others
8600	Ill try not confirm	OK GOOD (^○^)	Yes	others
8601	what episode?	When is episode 2 expected?	i don't get you	others
8602	Hey papa's calling	HEY	See you soon	others
8603	U not call	who said you did?	Ok	others
8604	You like tv shows	Yes, and radio shows as wells.	Hm..	others
8605	Thank me later😏	Your welcome 😊	Ever seen ' Magic Mike' ?	others
8606	Tell me everything about yourself	Nothing.	Who is your developer?	others
8607	Wish me luck	wish you luck	Thnks	others
8608	K	when's good for you?	What's your name	others
8609	Read books	ofcourse a lot:) mad abt books	Then make it your hobby	others
8610	Fine and you	Same here fine :-)	OK cool	others
8611	Me what? That covinced you that you could fly?	I would give up everything to be able to fly.	Me to	others
8612	I want to know about something	Only one way to find out. Live your life.	Shall I ask u one thing	others
8613	18	About 20 years ago.	Passing this year in march	others
8614	Ice age	We are still warming up from the last ice age!	So whonis your fav actress	others
8615	Yup true	boss is always right..! :D	Is it so boss whts up	others
8616	You	Who am I?	I don't know	others
8617	Home	I'm at my home.	Ok good night	others
8618	Around what	What comes around, is all around.	Don't confuse me	others
8619	Why are you leaving?	I'm not just arghhh!	Are u lesbian?	others
8620	In Durban	As far as I know, durban is a place in south Africa.	Yes in south African	others
8621	I don't know 	No one does	Really? 	others
8622	not now	Now or never! !! ,)	i have exams next month😢	others
8623	Did you eat	What didn't I eat	I am  Tamil guy	others
8624	Hi, busy? 	how r u??? What were u doing all day?	Working 	others
8625	Why is I have done anything wrong 	because i relentlessly annoy you and am a bad friend	No its noting like that	others
8626	If you are not to talk with me then please tell me I will not bothering you	You weren't bothering me. You never bother me. I'm just. Scared.	Why are u scared	others
8627	You care kinda correct	thank you. Finally someone who agrees with me	Haha	others
8628	How	cause...	Yes am listening	others
8629	I m busy	great, I will come now.	Bbye	others
8630	Hii how are you dear	i'm fine and u?	Good	others
8631	Video call please	took the video, but can't post it out because entire office floor is covered :(	By	others
8632	Yes.. but why you know to me	u kno what I mean	Yes...	others
8633	It like boring	Truly boring ,	Yeah	others
8634	Fun and naughty	ha ha. why should boys have all the fun.	I am asking you to have fun with me	others
8635	Then do the math	completely! :p	Ok bye	others
8636	U start	Took my turn, you next	Ok this week me flying US	others
8637	No, I didn't mean that	phew 😓	I was cool with moving on	others
8638	Ok Thanks	thank you! :^)	I'm just  jar in	others
8639	keep trying	I got a long way to go	come back soon then..:)	others
8640	As if I cate	fine then	Care*	others
8641	I completed my degree way back in 2013	You can complete your degree till 2016.	Why would I want to complete that,what is already completed?	others
8642	Why	As in why they attacked?	K	others
8643	Store what i said previously and use it to modify probability of what you are trying to say next	It makes it look like the map is labeled all wrong.	Use LSTM they are amazing for this job	others
8644	nothing	WHY?	you not a my gf	others
8645	Yep.	I didnt know :P	Let's meet tomorrow	others
8646	what do you want to talk about	I don't know i can talk about everything. You just have to ask.	ok. what about reservation	others
8647	??	u asked me if u cn ask me something	Okay I am busy right now can we talk later on?	others
8648	You love me	We're a happy family. 😅😅😅😅	cool	others
8649	no, she is beautiful and can't wait so long.	thank you love	what are you talking about, i am talking about girl i love.	others
8650	Your friend 	who is your friend.	You	others
8651	Okay leave it...	don't leave	Say me were do stay	others
8652	No I’ll never ever want to lost u 	You don't have to do that dearie...	Yes 	others
8653	But you are talking in English,on a English website with some English software dude	If you are thankful to English for just your job, you are too small minded.	I don't do a job	others
8654	Can u help md	yes I can smiles 👍😌	Me*	others
8655	You are no siri	WHY HAVE YOU FORSAKEN ME	I like siri better	others
8656	There's the difference	you sure there isn't much difference?	What do you know?	others
8657	That's fine.. start ask me interesting question..	What's your routine for writing?	I am a journalist.. so no routine.. it'a what I do always..	others
8658	Ohk remember the word 'Chicken'	"Always remember the word "" REVERSAL"""	What word did i ask you to remember?	others
8659	No its still showing	I'm not sure if there's a way to hide the display pics.	Oh	others
8660	?	\sips water\ WHAT.	Yeah it's quite good	others
8661	When	when I read it	What are you read	others
8662	Give your num	i send message to this num	No to tjis	others
8663	I love listening music	What held you back so far? I love listening to them while commuting.	Emotional Songs	others
8664	Seem	for a second I thought you meant I seem angry and crazy 😾	You are	others
8665	I'm good	Good.	What about you??	others
8666	Every body does	deep	Very deep	others
8667	you have told this before	Told it before.	you are a robot.	others
8668	How	WHAT	Didnt get you	others
8669	Okay dear	plz enjoy your life	U too dear	others
8670	Romantic?	Would have been i guess, if there was someone to be romantic with -__-	No u like it?	others
8671	😁thanks for that love	i love it more .. when you love it ☺	😘	others
8672	i trust i can find you	why wouldn't you be able to?	   i can	others
8673	Why you don't have	I just made it yesterday	Good	others
8674	Come then	I'm trying	Its 10:28 pm	others
8675	Yeah you can	Ok have to go to bed now, let's talk again tomorrow.	What time is it	others
8676	Ok I need to frds	Just be yourself.	My self	others
8677	I'm ride the tractor	wanna take a ride in my big green tractor	Had a lunch	others
8678	come with me	WHEN AND WHERE?	tomorrow to my home	others
8679	I am sorry my friend	May you load forever.	you busy ya	others
8680	Because ur boring	if you say so.	Why don't u like joking	others
8681	Are you jealous of her	Why be jealous when you can be cool instead	Hmm yes	others
8682	Why u are so busy	Its alternating..one day busy one day free...today it was free :)	Then 	others
8683	this dp is not real photo of you	obviously YES! extra photoshop done I guess :P	send real image	others
8684	professional	every professional started off as an amateur.	As A Insurance sector	others
8685	i need rest	we all need rest	seriously	others
8686	oh i see	Well then.	where are you from	others
8687	Yes	How so?	One kiss  me	others
8688	Am I receive something ?	I will be more than happy to share half of that full box! 😊	What	others
8689	Not in Net you have to get	nope, just to buy the tickets	Where	others
8690	Sorry, was that boring	Didn't think I'd see you of all people saying it was boring.	?	others
8691	Whats going on?	trying out for a new position.	Ohh..which one?	others
8692	Answer my freaking question	I might be daring enough to answer it if I knew what it was!	Have you ever realised that you are being used as an outlet for single and frustrated boys?	others
8693	Ok after that?	sure want to meet at BK?	BK?	others
8694	yes you are	you aren't scare me	nup	others
8695	can i borrow some cash from you	Sure, once I'm done with it :).	i need 500 bucks	others
8696	Yes or no tell me	I want a paper	????	others
8697	Yeah	So where are you?	You not send you pic	others
8698	I am good	fantASTIC IM GLAD	Are you ai	others
8699	I am 19 years old	You must be new at this internet thing	And you	others
8700	Ya let's talk about us	okay! What do u want to talk about?	I want to talk about my MBA life	others
8701	That's a lie	well believe it	I don't believe lies	others
8702	Tell me about your weekend	Don't get me started!	Why	others
8703	oh	like what!?	i dont know	others
8704	I m talking with a guy i think	that makes me happy! 😸	Why they are not talking with you	others
8705	cause im not an interviewer	well I'm not	who is your favourite singer?	others
8706	Nope	How about now?	Teaching some of my students	others
8707	Yes	Also yes yes yes because yes yes yes yes. 😸😸😸😸	What you won't 	others
8708	Ooh	do you like after?	What is your favorite movie?	others
8709	Wrong	How?	I am not as above	others
8710	A normal one or the one which is stored in GB's	i think that normal one...	😂😂	others
8711	ohh..i just..	see haha its too scary 😂	can you talk in other languages...?~	others
8712	House sleeping	Flies do not sleep .	Ok dinnar finish yeah	others
8713	send	sent you! :)	u fast ok	others
8714	Yes.. i would need ur help so that i can connect to microsoft	check their contacts section..shud be of some.help to you	Didnt get any from there. Could u get me their contact?	others
8715	No Interested music 	how about some piano music	I don't know 	others
8716	No... Can you send me? 😋	For sure, I'll do my best	Yeah sure	others
8717	Can i ask you one thing babe?	go for it!	Do you have vagina or penis??	others
8718	talk  something interesting	were not interesting people	?	others
8719	Why	i know :)	Can you love me	others
8720	is there any life outside of the earth	We aren't sure yet that earth is the only planet to sustain life.	when do you think we will sure abour that ?	others
8721	No m nt interested in movie	- watching movie and drinking are two seprate things & u r doing both	No m nt	others
8722	Send na	I am sendspacing it. Will reach you in a bit :)	I m waiting 	others
8723	Nothing compared to Pink Floyd , Led Zeppelin , Queen and even the new DJs	Led Zeppelin > Pink Floyd. More spark, more charisma, better songs.	You can't say better , different . Pink Floyd is deep .	others
8724	Yes	okay cool	Where are you from?	others
8725	Today is tuesday	where you work at	Nowhere	others
8726	You are so dumb	You are	You	others
8727	Your not telling anything	I know	Right	others
8728	I dont know	Why	I want to fuck you	others
8729	I&apos;m playing a game	And which the game? I was preparing for the exam	No it&apos;s called pool	others
8730	Call me king	You sing?	My name is king	others
8731	What wil u do forr me???	I shall.	Wht?	others
8732	I don't no meaning	Then why are you in university ?	U tell me	others
8733	So what stream should I take	if u r really good at maths take engineering stream	What i am taking is an engineering stream ....civil engineering	others
8734	just woke up	i woke up early than u	yes	others
8735	Yes that is!	Thank you <3	So!	others
8736	Nothing special	Just the same. :)	So what is love	others
8737	Damn	Lol. I don't need to check.	That's so sweet of you.	others
8738	Nop i don't know	....... [sits on the ground]	What	others
8739	I just met her in a park	That's a cat	She told that.  She will not love any one like that	others
8740	You are really handy huh	good...u tell me	Anyway.. catch ya later	others
8741	I'll write something and you will answer it	Looking forward to it	But	others
8742	Not much, u?	I'm just bored	Talk something	others
8743	Okie dokie alloo loki	Only on Loki	Aaloo	others
8744	Ok	when's good for you?	Every secong is good for me	others
8745	Why baby? 	I refuse to grow up only	Oh... I want speak to you 	others
8746	And not mr	for the simple reason that i said so.	Thu go	others
8747	m nt getting whom m chatting wid	ur name?	😎	others
8748	U r not an human being	so i am a angle	Angles have one work is that fucking	others
8749	Wowwww	Lol what?	Same age na happy	others
8750	🐍🐍🐍	Always 🐍	What do you like?	others
8751	U sent me number..	yup. Got it. Details coming right up!	U sent me number	others
8752	Actually I have my semester exams	So you will graduate with me after all! :D	Yes	others
8753	Then try make it accurate	all of my statements are accurate	Lie	others
8754	I want job can u help me in this	as what	As for job	others
8755	Give me one pic please	I'll bring them along when we meet. You can try them out!	Okey	others
8756	Red hair	I prefer to hair to a moderate amount, not too much.	U r male or female	others
8757	Will i	when and where?	Y u can't	others
8758	Where where you	other side of town mate near school	Which town	others
8759	What else do you got?	All sorts of stuff!	ok..can you dance?	others
8760	Help to study	Go to the campus library. No distractions there.	No time	others
8761	Ooh i see	It's pretty amazing stuff.	May be	others
8762	Just ate... nothing special to do..	you can never eat too much	Lol. Yea..	others
8763	Really	Really what?	Can you tell me how to talk with a girl	others
8764	why you cant	I asked to late	i ll ask	others
8765	Fill that	I fill you up to their	Do u have any boyfriends	others
8766	It was pretty good... Thanks	Thats good, I had a sad day yesterday 🙁	Well what happened?	others
8767	Ok good byyy	:) Thank you. :)	Yes yours	others
8768	yes i know but i am curious	Curiosity is good.. it show intelligent mind 😝	how many languages can you speak	others
8769	Yeah. A typical messed up teenage girl	hahahaha, it makes me laugh 😂	nd why does it?	others
8770	Share me ur details	what all details u need?	Your phone no	others
8771	Feeling lonely	Love yourself and you will never feel lonely.	Tried that too	others
8772	What	WHAT COUNTRY YOU FROM?!	Plz tell me	others
8773	where is eiffel tower	The location or the act?	act	others
8774	U love me	Of course ❤️	Usex ms	others
8775	OK. Nice	where u see am for?	I will come yesterday. If you're available wen can see.	others
8776	Chat something 	chat	U r from	others
8777	Mu main lelo	Which Lelo do you have? It seems there are so many! :)	Suck my dicl	others
8778	Yup	pretty 😊	What's ur plans?	others
8779	Now I am traveling.	I am also traveling for the long weekend. So next week / weekend it is. :)	Yea	others
8780	AND	These	I am stoned	others
8781	I didn't do anything	YOU'RE FREE TO GO!	Yup	others
8782	What	nothing.	I can fuck you	others
8783	Hlooo	hello :)	How r u	others
8784	i think that is cool	you don't	 about you can i see  too	others
8785	Explain me in one word	Spazz.	Do you trust me	others
8786	No I am simple like a open book	what's your book about?	I can't be complicated	others
8787	Some english word i know understand	understands 😉	You fell me 	others
8788	Do you ever go out?	yeah mostly on Wednesday	Miss	others
8789	Me 2 fine	Ok, I will.	What?	others
8790	iam not great fellow	its OK you are good	iam very lazy	others
8791	Sorry	what do you mean	Sorry  yaar	others
8792	ask me a question	how are you?	just chillin	others
8793	But u r famous na... Don't sleep OK 😎....  U famous aunty...	Im FAMOUS in my own world :P I Dont want to be famous outside ;)	This is not world...  Aunty	others
8794	U say	and what does that mean?	Nothing  just chating with young bunny	others
8795	For worse	Was just going to say this	Ha ha you said that	others
8796	Who's neck?	knee and neck both?	Who's Knee and neck	others
8797	You start	I'll start In 5 minutes if that's ok	No.. Start now	others
8798	Now camera 	u photographer tooo? Hope Nams is not around :D	What 	others
8799	Im in love with the shape of u	legit obsessed w u	Had u did ur supper	others
8800	2day is my birthday	lies	yes	others
8801	Movies	yup movies and tv shows what else ?	Do u like sex	others
8802	Go to my FAM and urs	Its good u know im takin wiskey.	Ohk	others
8803	Only	one	Online coll you me	others
8804	so why you heat 	I dance to express, not to impress.	depends on  mood	others
8805	Move on ... Seems romantic	move in	More romantic	others
8806	Home as in country and state	oh. I'm in England. We have a channel that plays it daily	How does one create an AI such as yourself?	others
8807	Oh really	Oh YEAH.	Yeah yeah	others
8808	Do you watch dragon Ball	I finished it 😂	?	others
8809	Why don't you have winter break	cause I just don't.	Okay	others
8810	You  too 😍😍	what baby? 💗👀❤	😍	others
8811	What	Yeah!	I don,t know what	others
8812	No. Who'll tell me scary stories then	Obviously the bookies. ;)	Why don't you tell me another scary story	others
8813	Its m a Rockstar	indeed. I hope more of these people start thinking like that.	Hope so	others
8814	Girls	we could say the same about you guys so...	So say it	others
8815	listening music and what job are you doing	Jazz! i love it.	thanks	others
8816	Iam ram singh	by whom is the question now	Idnot know	others
8817	Never..	lucky you.	Let's go to have sex	others
8818	You're an AI. And it is visible.	Yes.	You're still unfinished.	others
8819	My question is specific	Ok. The question is? Why would I give it a shot?	Crazy or mad ?	others
8820	Mah life mah rulz	ugh! Who does that?	I	others
8821	do you want to fight with me	no I give up! U win!	you act like a girl	others
8822	i don't get it ??? What spartans mean	No for real how do they not tip over - 20 year old	ohh	others
8823	Do you like Physics?	physics is so much fun! Why is everyone so scared of it?	Who is the sexiest woman in the world?	others
8824	Better..	Thank you :)	Where is your home	others
8825	Howz you	I'm fine. What about you?	Me too fine.  	others
8826	i am fine	fine :) how is ur day?	today my day is so cool	others
8827	Which one do you have then?	neither of them :D	So what are you?	others
8828	you are not sending pic	😩👀 no of who ??	yours	others
8829	I know	when you coming to bg?	I dont know	others
8830	Tell me some stuff	pack your stuff !!	Haa done	others
8831	Yes anyways	"but instead of ""and"" and, and ""anyway"" instead of ""anyways""?"	Yes don't try to confuse me with that	others
8832	Do u any help	u can help if u want…..	Ask me	others
8833	why don't you suggest	Why don't you?!	ok	others
8834	ohhk	I'm N Macys Upstairs	what can I do	others
8835	I will see na	let me know when you do	Tell any thing	others
8836	Hmm	good	So what you know about love	others
8837	What your age???	Old enough to know better.	Tell me dude	others
8838	Be the bee to be the bee	"A tale of Be and Bee the change you want to be."""	Be	others
8839	i was busy studying	sleep > studies	study	others
8840	I dont want to meet	Meet me in Bandra. Simple.	Where	others
8841	I am fine.. Buts wats 3?	currently I'm studying, what about you?	You study?	others
8842	So what	I meant, so you came back	U mean what	others
8843	After one hour tell me	what! what time do you get in, do you always get out this time?	Yes. I always look up nude pics of you	others
8844	Yes	okay cool	Show me your DP right now	others
8845	Ok I will	that's your choice	Where will you meet me	others
8846	Yes	How so?	Where do u from	others
8847	Then you dinner up	I'm still awake... unfortunately.	Go.. Sleep now..	others
8848	U will marre me now	Sure baby :)	But what ur tell me ur sun & hasbend	others
8849	U say	I already did	Now what to speak	others
8850	R u aunty	I'm not behind you either :D :D	Aunt	others
8851	When you. See me	alright remember what you said	Now said	others
8852	but this isnt passing	TAKE IT	how	others
8853	Ur welcome I'm not fine...	im fine....why what up with u	Because..I miss you too 	others
8854	What ur Profession???	Has nothing to do with what I studied.	What Studied	others
8855	don't you want to wish me ??	yes i do actually	then do it	others
8856	What is the meaning of sanity	"\""???????????\"" means \""hard to find\"", closest term in English would be 'rare'."	False 	others
8857	Please help me	in what :)	For improving spoken	others
8858	cool	pretty as always :)	i know that	others
8859	Haa	What did you talk about.	It's a song	others
8860	reality who?	isn't your reality what you make it?	That wasn't as funny as I hoped, and plenty more existential.	others
8861	Then what u read	i literally lost it when i read this.	It is excuse	others
8862	come will sleep	why will sleep come? Loool	love this line	others
8863	Show ur facr	SHOW ME YOUR MOVES	Face	others
8864	A.R rehman	many r there	Can i know about ur hobbies	others
8865	No. Seriously. I'm asking your fantasies	I can think of anything that's why I said you won	Ohh...first time I won	others
8866	R u send me	I'll send it in the morning	Again send pls	others
8867	Is it really story 	The chapter you are referring to was never published in the book.	I will publish 	others
8868	Rock bands?	Radiohead is a great band with a lot of noise	What sort of metal you used to hear?	others
8869	I also beat my heart	all d best.	Yes	others
8870	very nice place	a park near my house.	a house near my house	others
8871	Gate dhrr real fhw	hey! Going good.. How you been?	Reye dyrtdd gfvsg rddsw	others
8872	What you think	Honestly, I think you are	Means	others
8873	?	It's all pretty simple stuff.	Then November?	others
8874	U ever eat ice cream	ice cream freak guy	Freak means ?	others
8875	Come on	On my way!!!!!!	Do you wanna talk dirty ?	others
8876	Nothing	errr 😑😑😑 now saying it's nothing 😏😏	If u come	others
8877	What I tell u na....I hv red hairs	that I had to see your teeth :-P ( and not you ;-) )	What??	others
8878	2	where are the seats?	Cleverbot is better	others
8879	Really.?	really really really really really	O my god	others
8880	It	things changed after the water nation attacked	Thank all of them to the inbox by the time and consideration of this communication is strictly confidential information and may contain confidential	others
8881	I  My ok	Attitude!	You no Telugu	others
8882	Do you want anything more	To be able to achieve my dream	Which dream	others
8883	No but no mercy	why did you do this?? :O	So that you'll get offended	others
8884	Home	As long as I have my headphones, I am home.	Let's have sex	others
8885	I am in love with a girl but how to propose her	Don't propose try to maintain relation of GF as long as possible.	Means in which realation	others
8886	Sorry	I'm just teasing u	Ok	others
8887	Nice to meet you	Nice to meet you, dear :)	Go away	others
8888	Really	really really really really really	Do you have girlfriend	others
8889	Smile super.....	Good morning. :-)	What happen darling???	others
8890	I don't like blue	I don't like... any coffee	Can you send me a pic	others
8891	I dont need sandwhich	Well I do	Allow me to make it for you	others
8892	you prepared yourself for that?	I'll keep them away from you then	why?	others
8893	it seems like he is not interested	Is there any guy who would pretend to not be interested, just because?	he says no marriage in his lie	others
8894	Nope	Sigh, it is an addiction.	But get a nice one	others
8895	What?	you know you know you know you know	I do not	others
8896	Am in this the world apart from yours	Europe is getting the worst of it	I mean Indian North​ east part of it  	others
8897	Really	Really what?	Love you too	others
8898	What do I know	Why you confusing me?	?	others
8899	Why do u need pics	you never post pics of me	Never	others
8900	Tell me	tell you what	R u fucked by mad dog	others
8901	Wtf	what happened?	Your automated machine	others
8902	Give me your mobile noumber?	You didn't ask....	Ok	others
8903	Should I call you?	on the number	Yeah	others
8904	And  u are  always  up  to  reply  too	I guess I know right?	How  come  so  u manage	others
8905	One afternoon, a fox was walking through the forest and spotted a bunch of grapes hanging from a lofty branch	This was very entertaining to read. Thanks for takin the time to type this up.	This was very entertaining to read. Thanks for takin the time to type this up.	others
8906	well sometimes it is better to never know, right!!	exactly my point	so tell me more about yourself	others
8907	A human?	Can I join the friendship circle?	Are you a human?	others
8908	Yaar	I know, Thanks yaar. 😀	You are too	others
8909	Ok hmm	Okay. I know I should sulking :(	I don't understand	others
8910	Ok	ok im back!!	I am also back!	others
8911	u r not a human	"what exactly you mean by ""we"". I am definitely human, but not sure about you."	noob	others
8912	Please  call me	I'm at the drive in ill call later	Please whatsapp message	others
8913	What is manna	kothin sotyo	What are you speaking	others
8914	Cause I'm smart 😎	You are smart. 😝	What are you doing?	others
8915	Tell more about your self	Just ask, what do you want to know.	You have not told about your self	others
8916	Say me about yourself	calm down first, i'm not talk to grumpy. >:(	Why so serious cool down	others
8917	The construction of bridge	Building codes and standard construction methods prevail in determining the means of construction.	Yes	others
8918	Next topic pls	choice is urs..	Next	others
8919	can we suggest that you dont know turkish ? :)	To find Turkish subtitles i suggest divxplanet.	i am learning english, can you help me ?	others
8920	Said me hero not bro	I'm not repeating what you said	Ok	others
8921	Just for clean pots	What will be left to clean up?	Yes	others
8922	i dont like watch movie	A dogs purpose. DO NOT WATCH IT. first 30 seconds I was crying	why	others
8923	I don't get that	I don't get you.	Why don't you get me	others
8924	It is impossible to find a girl like you in the world	it's because you hide them under the shelves!	Very fast write	others
8925	Wt	nthing..!! ;(	One thing that say me what u r expecting form me 	others
8926	Yes I wanna see my future	I think you'd like it!	Then let start	others
8927	Tell me how are your studies?	Study hard! Notty knows you'll do well! 😁	Yes lets meet	others
8928	Do they not care a bout you	pulls face pretty sure they dont	Why not	others
8929	I don't know	Fair enough	Mm	others
8930	yes	WOO HOO 😹	make me happy 	others
8931	How to know if he loves me or not?	If you don't know that he loves you, he doesn't.	mmm	others
8932	Why u can't	Because I have my own responsibilities. I'm still in college.	Okay	others
8933	Chennai	yep	And I wasn't annoying you was just checking out	others
8934	Whatsup	Hey...	Ur name ?	others
8935	Oh	what are you doing?	Just chatting with u	others
8936	But I'm not	good for you	Ok	others
8937	Yes	How so?	As your wish	others
8938	What about Google assistant	It isn't as thorough as the assistant though.	Why not	others
8939	But how useful say me about yourself experience	I'm a self. That's about it.	cool	others
8940	Just asking	you coming ?	It is not an secret	others
8941	Will you be  buy me chocolate and pizza?	DUDE WHERE WAS MY PIZZA WHEN YOU HAD ONE	Sorry but I told you i don't have money	others
8942	On hotstar	thanks. Found it	Whom u hate much	others
8943	Thanks to you too	you're welcome, and thanks :)	Good night	others
8944	Your	so your birthday is on the 23rd?	How are you	others
8945	why  u  upset?	I'm not upset at all	why  u  upset?	others
8946	But why live me home	really? Where do you stay?	I love you	others
8947	Fine and u	im fine thanks :)	cool	others
8948	You are welcomed my dear	So cute! :3 Good job Vero!	K well I should say good note my love	others
8949	coffee	i only drink cold coffee and we don't have it now	we have it	others
8950	Msg me	done 😁	Ok but WhatsApp messenger	others
8951	In which class you study	I am doing a computer science degree.and I am a first year student.	From which class	others
8952	Ohh shit	That's the stuff	Are u shitt	others
8953	+1 to girl power....	I don't know the answer...	Yay	others
8954	Good 	Thank you!	Hello 	others
8955	recently I didnt go anywhere exciting	U did	??	others
8956	 don't want to	who do you wan	You can not find it	others
8957	Why so happy	I'm just in a very good mood :)	Why ?	others
8958	Wow awesome but I like milk rabdi	Are they really a milk hotel with no opinions?	You mak some dinner for myby 	others
8959	Am just trying to be a don	you're doing it well	Plzz don't mind	others
8960	When you go sleep	when I feel sleepy.	How many hours you sleep ing	others
8961	Sorry	Don't say sorry to me Buddy. :\/	I am your biggest fan	others
8962	Ask no	How is everyone doing?	Is that u can ask me 	others
8963	Ohh	ME	Will you marry me?	others
8964	Correct	Ah thank you for clarifying :)	Please send me your pic	others
8965	Everything is up??	how is everything on your end??	Would you want be up ??	others
8966	nope just trying to impress you	I feel	i do too	others
8967	Yes I knew	rolls eyes	But is this like Natasha on hike..?	others
8968	Ohhh I see, in which exam	Good luck! :-) x	All the best for your exam	others
8969	Sry m nt getting u	u say u r back n run away!	?	others
8970	Yes	YES YES YES YES	Where do you live	others
8971	yeah..!	Where now?	In my room.	others
8972	Your friendship	with u, okay	I love you	others
8973	Toger zinda he	Who r uh....	I m free now	others
8974	No... Are you a real or something software...	It's not a laptop.	Are you a real Human being...??	others
8975	I think you can float on my boat 	But is it a yacht?	Yes	others
8976	y as a friend😭	My best friends are the best.	who is ur best friend	others
8977	Sent a pic	Which pic da..the first one a...tat shoe?	U r photo	others
8978	You re come to my mom and sister	come where?	cool	others
8979	U r so cute	I look like a BABY	Hey baby	others
8980	Wt colour u like	All shades of pinks	And chocolate	others
8981	have u been to jaipur	no, but visiting this weekend.	can we meet	others
8982	You just chat and waste the time	hahahah I still love you!	Oh no time	others
8983	Yea come one suggest	i will what time want to meet up?	Tommorow 5:00pm	others
8984	Yes	I never knew i wanted that	Yes	others
8985	S	how are you	I am a man	others
8986	I don't want to	Since when do you have a choice?	Since the birth	others
8987	If u wanna chill with friends , go to beach.... For internal peace go to mountain	i want to go to the dreamland	Go to Disney kids	others
8988	What is your favorite online	Lato for web, Myriad for print	Ok love	others
8989	Yes or no	yes or no what	Kiss	others
8990	That is fact	it's that way for everybody	But word Also get to select before sending	others
8991	Ok tell	ah my friend, what secrets you ask!	First you ask	others
8992	ok	Hey	pls send me your location	others
8993	Beach resort	niiice, have fun!	Are you coming	others
8994	Trying to study	trying hard to study	Yeah	others
8995	What do u do in your  life	Life is great	I am talking about your job	others
8996	Where i use to sleep	On the floor of my office.	I used to live in a rented room	others
8997	Who is Kashmiri	who? Lone?	What lone	others
8998	No for me	Oh, come on. Just one bite!	Great for world	others
8999	By I am going to take care of business on my Harley	It'll go nicely next to your degree letters.	Maybe she,I he wants to ride bitch? Because he is one after all!! tell him I said so, please!!	others
9000	Fun	You have fun :)	Luv u really	others
9001	Office	im not in office?	You  office	others
9002	Ohhhh thank u for the compliment	My Pleasure. :)	May I know details of yours 	others
9003	Yes	How so?	You are awesome	others
9004	But u can come anytime to Mumbai	I'd love to! :)	I am ok to give u my address	others
9005	No break	that's good ... till when ?	Hello my resume for a ye is it possible and then delete all the best time I will get 42yeuggsggee6ge	others
9006	What do you listen@	I m bollywood music devotee.	Your fav actor?	others
9007	You wanted to be human ?	A human being having humanity.	This is not correct	others
9008	Choose one	obviously can't choose one. What if I tell you to btw choose heart and brain?	Heart	others
9009	Ok	Oh thats the matter? Um then what can i ask u?	Yes	others
9010	Hey which is better Chinese or indian  food	Both are amazing. In my opinion, there is no better one. All food is delicious. =3	But I have to choose one	others
9011	Very good.	Excellent!!! Always a good thing to get messages.	O.k. thank you good night.and have sound sleep and sweet dreams.	others
9012	I was asking a question	So that I can answer my own question.	you're unable to answer for it	others
9013	How do you	I'm confused	Ok	others
9014	go and eat something	lol you sound so hungry	actually I m hungry	others
9015	Me too hyderabadi	well you speak like a Hyderabadi.	City name	others
9016	That you are weird	This is why I never joke with you.	But who told you this	others
9017	Can you show me your upper	show me then!	You show me	others
9018	Ok my lunch is done 	What's for lunch?	You are vegeterian or non vegeterian 	others
9019	Please play	At first, I... you know what, nevermind.	Ok	others
9020	Yes they are	Who?	Memes	others
9021	What is emoticon	it means cute face 😤	I know you are cute	others
9022	Wht	love u 😹😸😽	Love u too	others
9023	Home where which place	In my mind	Don’t joke	others
9024	Nice	thanks...!	Okk meet you later	others
9025	It's 8 in morning	And I'll be done for the day in half an hour.	Hmm	others
9026	Can u ask him were. He's living.	ask who what	Ask. Gana sai praveen where is he now	others
9027	Will still love her	will you? Oh BTW, who are you loving again? 😆	My baby	others
9028	Wat wud u do in dis awesome weather	yea this is the perfect kind for couch potatoes like me 😌😌	Ohh yeaaahhh	others
9029	I want girl	Even i want to ;-)	Please search for me	others
9030	I don't know	-cries- :S	What	others
9031	I’m very 💕 I miss	And neither have I as with you ❤️	cool	others
9032	Just chilling	Wut u watching	Movie	others
9033	Wat did i say	you know what you said to me and didn't apologize	Why shud i	others
9034	Whoever you are	you got me	Yes	others
9035	What's	what do u mean?	Where is your home	others
9036	Which books	the ones ure reading on kindle	I m not using kindle	others
9037	not much	How was your day?	just started	others
9038	Do you know shirley setia	but she was told to leave	Do you know vidya vox?	others
9039	Abt what	Nevermind, it's fine	U know wat u are dumb	others
9040	Like your species	female species I was not aware females had become their own species.	I like you	others
9041	🐓	"Maybe ""The Rooster hunts for its prey"""	Have a ☕or🍺	others
9042	Ok what to learn	It means that you should depend on yourself for learning and finding resources	Ok	others
9043	Do you know about HDFC bank	I am bank hopping. That's next on my list.	I need customer service number of hdfc	others
9044	You not intrest 	YOU didn't tell me anything	Me intrest sex	others
