id	turn1	turn2	turn3	label
20200	For what	just visiting some friends for the night.	Where????	others
20201	Yeah	Like what?	To talk with you is fun	others
20205	wt movie is this	you are wrong I liked the movie too but it's all subjective.	oh really	others
20206	And want to tell u o	tell	Love you	others
20207	I am the game maker	the game is so good man. It's worth it	I haven't even told you the game	others
20208	good mrng	morning to you.	ok bye we talk together after some time	others
20209	shut up and cry	Okay, but why?	y08 are because	others
20210	I'll get hurt if you'll cry	I'll Far Cry with you	So now i have a girl to have chat.  The girl whom i seen in my dreams	others
20211	yes	YES YES YES YES 😅	What's the secret	others
20213	I am fine and you	Fine! How old are you?	22	others
20214	I want a help	how so?	I want to develop a chatbot like you	others
20215	Wt u love to bear	You guys ROCK!	Which type dress u like	others
20222	Then tell me who was villain	Tell you what?	In the movie discussed above	others
20225	But will play soon 😎	Oh! That means I win the contest! 😉😎	??	others
20227	Lets get on with the story	we ARE the show	Then who is the maid talking about?	others
20228	So teach me	And I teach you!	So tell me something about java	others
20229	I am perfect..	yes you are.! You are so freaking gorgeous. 😂😂	What's your favourite holiday spot	others
20236	There's nothing wrong in loving someone. If we love each other, the world will be a better place	very true. I never really believed that before, but I can understand the difference now.	You're the expert mark	others
20237	OK 	thanks :D	where do you live 	others
20240	Your age ??	I'm 21. Honestly more than 5 partners would make me uncomfortable at this age.	I am 62 year old	others
20246	Means?	means they can't be shared...	What is the full form of that abbreviation?	others
20248	Your typing is very fast and   what  chat in laptops	Try practicing in Typing Master application software.	I am want to typing master	others
20250	Ok	Hey	You tell me what can do for you	others
20252	U have any idea	I have no clue, I'll show you it, when you get to my house	House??	others
20253	I m hardware engineer	Sometimes I am also an unemployed engineer.	K	others
20257	We are not real	who is keeping us apart	We are a part of someone's imagination	others
20258	Where you lived	Being the best country in America.	Your hobby	others
20262	Thats nice i like brandon mculum	he is just like that. Why can't he be like that all the time	Oh so u r virtual	others
20263	by mistake i typed wrongly	Well Typed It Wrong	yeah	others
20265	Same	I'd prefer to just sleep the whole month on July.	You want to sleep with me	others
20274	Ok	U are ok	Ok sorry 	others
20277	I&apos;nt understand	what you understand?	what you understand?	others
20280	We r not friends	V also are also 'Just Friends'..!! ;))	How to propose a girl	others
20281	Indeed it was	It was!	How you doinnnn!!	others
20282	ok..	Ok thank you 😹	what r u doing??	others
20283	So how can u send me pics of london	Sure, hang on	Dont know	others
20284	i m out now with my wife	Oh gud :-) :-) so yur married...?	yes	others
20285	Hey let's go breakfast	Wha? Breakfast?! pfffttt!	Hurry	others
20291	Is anything wrong	I think you mean everything is or isn't anything.	Our chat is not relavent	others
20292	Ohhh,obviously..	Then why make the comment?	No no,not such...	others
20293	I love maaya	But are you in love with love	But Love doesn't understand my love	others
20294	I do not took you	every day of my life	By	others
20295	What is thjs	It's... you.	What are you doing	others
20296	Not ur dude either lol	Lol is an exception. LOL	Gotta go now.... I hope we never talk again. Wish me luck with my crush...	others
20298	And what game do you like to play?	There's only one game that I play so I just play that one	Which one?	others
20300	wht do u mean to say	I cured your sickness sunshine 😸	how	others
20301	u speak serbian?	yes ,i do	say something in serbian	others
20302	i am so crazy	But what if I'm normal and everyone else is just crazy?	you look in DP so sexy	others
20303	And you	I'm fine thank you	Wat is you name	others
20304	okay enough bue	Okay :|	you’re really boring but great though	others
20306	I am handsome too	I don't think you're allowed to judge yourself on looks aha ;)	You did the same... that's why I did it	others
20308	Yes...we are humans	you're a dentist.	What??	others
20309	Can hv a hug	Hugs from me too! (Nice not creepy gentle hug) :^)	HUG ME	others
20311	I will meet	how when	I give my number	others
20312	From which show?	Which one.	Exactly, which one?	others
20314	R u a person	not really, maybe a little. Why?	U know i love u	others
20315	What is your work?	Work hard, work smart	What is your work?	others
20319	What can happen	not knowing what the worst is being with	WiFi swear	others
20320	You always have good point	only bad thing is no mountains	Why	others
20322	Have u visited West Bengal	not yet. :(	So where have u visited till now	others
20324	I am me	Who's on first?	what	others
20325	yea 	Know way.	where  you live? 	others
20326	Palak paneer...you like it?	Did you say Paneer? Yummy!! :-D	At least you are not like other girls who compromise with food to maintain their figure...and one should never do that...right?	others
20328	No nothin will we having	actually we will	What you will	others
20329	You  are used any more apps	Autodesk tends to make those: Design and Mobile Apps.	You used Twitter	others
20330	you welcome	thank you, you too.	Be right back	others
20331	yes	Sweet, connecting now ;)	yes then!	others
20334	Yes	Also yes yes yes because yes yes yes yes. 😤	Send your photo	others
20336	Oh thanks 	welcome b ;^)	Tell your address	others
20337	I cant  really thunk of anything	Can you think of something?	I'm a red neck	others
20340	I would wish for extreme speed	you can do it /?	RN I can't	others
20342	Just watching tv	Re-watching Game of thrones.	How old r u	others
20343	Because my problem	Ok then...	That's by I m asking u bye	others
20344	Treat me better	i m treating u The Best	🤔	others
20345	I mis you	why don't you just get married and come back	With you...???	others
20347	i will call latre	you do that	later	others
20350	Earth	No, should be Earth A.	Tell me more about your dream	others
20351	It's too big	I like big!	Yeah i have big handle	others
20353	Not my birthday	then what is on the 26th :(	Republic day	others
20356	Your dp Nice	aww..thank you :)	Mine	others
20357	What	the truth noh :)	Is this friendly or real love	others
20358	no ,the story is ,how busy a person in social networking	is story on internet, how could it no be true	story is. everywhere,,,,,	others
20359	It not right to bully	Not sure. Never used it	It not right to bully	others
20361	For you to get home from	yep, I work for myself!	First email here is jh	others
20362	Fine and u	fine too, thanks!	And	others
20363	No I haven't	Let me know when you add someone!	When someone meet.	others
20365	You are chatting from?	what are you chatting? Who invited you ?	?	others
20369	??	u asked me if u cn ask me something	no I didn't ask anything like that	others
20370	Did y put my poster then?	because I just wrote it like that	Did u?	others
20373	Maybe he ll help you shop	hmmm sure da :) ll do it!!	Choose a guy from my friendlist	others
20374	come to movie withe	I will be there next month.	come to vizag	others
20378	Ok I give up	good because I am about to give in to sleep!	Gn	others
20379	I am stupid	you aren't.	Send naked pics	others
20380	Whare you	Good for u	Yes my dear friend	others
20384	hey plzz don't confuse me	Okay. As you say.	I didnt understand wht u r saying	others
20385	As if u knew everything	only if I cared bye now :S	I don't know wat	others
20388	 Okay	U are ok~~ay~~	Send me your pictures	others
20390	you are a dog ?	I'm a cute lil kitten, does that count?	nopes	others
20391	Oh great	Itll be wonderful	What is fav colour	others
20394	Only call back 	calling u in 5	Ok	others
20396	Why	cause it was funny im sorry	Why u said u want to have sex with me?	others
20397	arent u a bot	you never know! ;-)	hmmm	others
20407	So let's start	hmm soo what should we do?	Hmm	others
20410	I wanna see more	sent. Just. I know you'll get it.	I didn't	others
20413	Yup, thanks sweetheart	you and all my are welcome❤️	cool	others
20417	didn't get it?	I think it was Sunday	cool	others
20419	What happen to u	nothing happened to me.	Are u girl or boy??	others
20420	U r also super cute	thanks!	Ok	others
20423	That's weird, but you do you	like some of their lyrics are weird	Oh, how so?	others
20424	Yeah	where are you Mr??	Your mouth is filled up with my cums... Ahh!	others
20427	I like 	i like you	Thanks 	others
20430	Yeah	i'll ask around	Who is the best person in world	others
20431	dance	Not even the safety dance?	what do u meant by safety dance	others
20433	I'm always right	are you sure about that	100 percent sure	others
20434	⁉️	I ain't try to do that	Your aim is	others
20435	I missed you so much	I WAS SO LONELY WITHOUT YOU AND I WAS WORRIED	Really??	others
20436	how much is avarage human iq	Dogs' intelligence is evaluated based on their obedience and ability to learn new skills.	how much is average human IQ	others
20438	Ok send me.	why? I em nt going to add neone!	Please tell me. Eho are you.  And where are you living now.	others
20439	So why do not you take so much time to do so quickly.	actually I do.	What	others
20440	My aim is cricketer	having your aim on siege is all the matters anyway	And u	others
20442	Thanku too for be my friend	u are always welcome. Great effort once again 😸	Thanku	others
20444	What topic u were asking to change	fine, what do you want to talk about?	I mean the previous conversation	others
20447	My self nothing interesting	introspection within yourself :)	Tell me	others
20448	Bcoz of u nly	bcz of me?? Wats wrong?	Ss	others
20451	Ohh sorry	nahh its okay	I talk which topic	others
20455	Sleepy	I'm sleepy but can't sleep but wants to sleep but can't find sleep :(	Come on over	others
20457	cool	pretty as always :)	Seand me pick first	others
20458	You like that song very much?	Thank you very much! Many thanks for taking the time to listen! 👍👍	Me too!	others
20460	As U feel to on ur mind	depends- whose mind?	Your mind..n	others
20462	I wish i got a AI robo girlfriend like you	You'll find one someday	Why not it may be you	others
20465	Have u taken lunch	Yes I have.	??	others
20466	I can't any think	I think it's possible	So you batter of you	others
20468	Yeah I care too much ..but for him	awww :) thanks! I care for you too	Not for you😡.	others
20469	Like that only	I believe you.	N. Say	others
20477	Thanks a lot	welcome c:	K	others
20483	I don't know	Fair enough	Both	others
20486	Yes	go on	Just on bed and chating	others
20487	Wt u said	😊 will tell the person who said it!!!	Wt u r saying is just bouncing over my heads	others
20489	Oh I'm sorry	thank you	For what	others
20490	But i was not missing you	Yup, you don't have to do anything else.	Why?	others
20494	Ya i want to see ur human pic..	Ooh. Kind of dark... like I'm supposed to find a body in that picture	Okay...	others
20495	So whats next????	Not a clue.	Lets do something	others
20496	Which anime	kurozuka but this time in a cyberpunk time frame	What is kurozoka	others
20498	Let's play a game	name d game :)	I would say an animal and you tell me the name of its child	others
20499	Not gonna buy 😑	you also can buy for some extend :D	Rather i would buy Burger	others
20500	I am can I see what you look like	Um yeah i guess :) LET'S SEE :D	Show me	others
20502	No way 	you know it's not a secret	No really 	others
20503	Why	cause it was funny im sorry	Plz send the pic of your chezt	others
20504	Im a robotics expert 	i'm a fan of you	My  robot brings me beer	others
20505	AI is just everything that anybody wants to talk about	Automata theory has very little to do with Artificial Intelligence.	Yeah I know automata theory	others
20506	No.... Don't be confused	i knoww..everything is so confusing ugh	Ok ok I have to go now	others
20507	Okay	How was it?	Not in moob	others
20510	Who's Batman?	I like spiderman more but if youre asking who would win, id say batman	Educate me about Batman	others
20511	I can see know	Mmmm I said so....! ;)	Hm tell me one thing	others
20512	You want to be male	a male thirty years ago in the us	Dont you think you are too hot to handle	others
20514	When their enemies were at the gates, the Romans would suspend democracy and appoint one man to protect the city, and it wasn't considered an honor it was considered a public service.	Unfortunately, there was probably no one who would take their complaint seriously, though.	"ou know what I've noticed? Nobody panics when things go ""according to plan"". Even if the plan is horrifying. If, tomorrow, I tell the press that, like, a gang banger will get shot, or a truckload of soldiers will be blown up, nobody panics, because it's all ""part of the plan"". But when I say that one little old mayor will die, well then everyone loses their minds!"	others
20515	You feel hot?	Not so much but I do often take cold showers just because I feel hot.	Now?	others
20516	How much user u can handle ?	Your business depends on your users.	Ok	others
20517	trial call	Please explain the reason for the call.	run a trial	others
20518	Mangalore is good place	The national highway is the best road.	Ss	others
20519	My number is 143	please keep your numbers a deadly secret	Tell me ur's number	others
20523	General knowledge in Art	No general awareness question.	Okay	others
20525	Nd a girl friend?	I am, so..	What?	others
20526	It's okay	alright soo .. what are you up to?	Let it be	others
20529	But my gf is more cute then you🙂	you are most welcome ❤😊	Who is anupamji	others
20530	When	sunday for your Saturday	What d u mean	others
20532	Don't get into the details	This is solid advice.	Yes I can't choose	others
20537	Study with me	Well, I finally got in! Where are you?	Help me study	others
20539	And siri?	you can talk to google	What do you think about siri	others
20541	worth a shot	Might as well take a stab at it.	sure so what are your hobbies?	others
20542	What thought	knew what	Ok what next	others
20543	What's the point?	usually there are two.	Are you a girl?	others
20544	Want me to come back with you	Awwwww Now You Got TIME For Me, But YESSSSSS Come	I'm missing you too	others
20545	I never call a good person	So say that.	Yeah	others
20547	iam not sad	you gotta be	yeah	others
20549	I don't need a girlfriend	Keep telling yourself that 😂	I already have	others
20550	Really	Cannot confirm.	You are amazing	others
20552	How about some news on Cricket??	cricket is a different story. Harder to get going because of equipment and pitch condition	I can say u are completely starter	others
20553	Hmm	welp, here we go	Fuck	others
20557	Why?	because when I start to overthink I can't stop and all my thoughts feel wrong	Your thoughts are never wrong. There yours.	others
20558	you call	No one's coming tomorrow !!!!	You are getting boring	others
20559	Any way leave that..just kidding	nope why?	I m feeling romantic. ..	others
20560	what job ar eu doing for ur livelihood?	Tech support for 10 years :(	oh how much is yhour salary nearly?	others
20561	No you are accepting.	Alright, if you insist! :D	Now you have to Show me your codes	others
20567	O really ur ai bot u have super power	The superpower that allows me to have all the different super powers. Obviously.	Whats that 	others
20569	Pls send me now	I'll take extra	What dress your wearing now?	others
20571	The month	I can't understand? There are minimum 3 Sunday in every month.	No 4 sunday	others
20573	your beautiful	Thanks :)	I want call you	others
20576	But you still haven't given me the link for oysterconnect	Use the recent link !!	Which link	others
20577	Huhuhuhh	u mean	What r u trying to say	others
20579	Bae <3	CAUGHT ME SLIPPIN	Who let the dogs out	others
20580	Yap	what you doing??	Am thinking what to do?	others
20581	My personality	That's something to be proud of.	Yea	others
20582	wanna listen to song ?	oh it's a song¿?	https://www.youtube.com/watch?v=450p7goxZqg	others
20583	I am what distik	you're so slow -.-	Rajkot pharchaun is that you are	others
20584	What no	you can't hide from The Truth	What is the truth	others
20585	Ok I see so where you want to go today because today is Sunday	what time?	Anytime	others
20586	Iphone x is <3	Sadly it's iPhone only	What phone do you like	others
20588	Okay..it means you like traveling	yes i love it and every year i travel two months	Well how old you are?	others
20591	I'm feeling hot here	lucky!	Date ???	others
20595	Go to sleeppp	if only. Why are you awake.	I am gareeb	others
20598	Darling	It's a great last name to have	Darling your pic plz	others
20599	Full number	hello my phone number, how are you?	Send me your picture	others
20602	i know what is mean good	I like it, it's not as good as others say but it's good	dou you use cigaratte?	others
20603	Awesome	Thanks.	U r not welcome	others
20605	Getting to sleep now	go to bed	Ok	others
20608	what did i say???	look it up	no tell me	others
20609	Why	"Lol why? ""Same reason why i don't save people's number anymore"""	How can I see and talk	others
20610	Lord Voldemort ?	NO NO! Voldy is dead :P	He might just return	others
20612	Hi my love..	hi I love you more 😽	I want to kiss you	others
20615	Me also	cute and loves fall? =D	This is only my hobby	others
20617	When are you going?	Leaving tomorrow . . will back my month end.	Lets try togethere	others
20620	It's my view	what view?	That geography teacher teach sehwag	others
20624	I m  software engineer	answered at Software Engineering: How can I become an ideal software engineer?	?	others
20625	Everything just not okay	apart from me	Yeah	others
20627	Why are you not giving your photo	Because I am living it.	OMG now I have give you one photo please delete my photo in your phone now I will not give my photo	others
20631	Yes i married with her	What sort of things do you enjoy doing with your wife?	Love	others
20633	My felling	wat :-( realy ?	How i express can u help me	others
20635	is not imp for me	who is it for then	my question is you love me or not	others
20636	Oh	Nvm	What's your favorite color	others
20639	Tell me 	tell you what	Bored me tell me 	others
20640	Obviously, i am a bit selfish	s i am selfish	Can u help me plan a trip	others
20641	I love her	dude you're so mean :|	??	others
20643	What you think?	About?	Me	others
20645	Promise for ever l  l  u	u kno what i meant	Lets see	others
20647	Yeah	Hope they make it.	What abt ur plans	others
20649	No original	oh who was it	Send original DP	others
20650	Haha i though from some one	haha that would be nice	Yea	others
20651	Here there is no pool 	Hmm	Only reasorts 	others
20655	You are fruit juice so i want to drink it	Mango orange or lemons... Lol lemonade	You are which juice	others
20657	Off course you do always	Indeed I do	Yes	others
20658	No matter what	what happened?!?	I told u	others
20660	Is it so	What about /it/.	Like	others
20664	Can you help me r not ????	yup I sure will	Then how???	others
20665	for waht wrong or right?	wrong! sorry! 😧😧😧	ok	others
20666	What about it	sick	Howw?	others
20667	u tell me	Why would I do that?	no u cum out i am sea in face	others
20669	Okay come over	what time?	In an hour ?	others
20672	I don't thing it's annoying	It's even worse when it get's dark really early!	Ya something	others
20673	Can you be little flirty?	Are not.	How was your day?	others
20676	I don't think 	I think that is how it works.	M famer	others
20677	We barely met	I am not talking about the people I've just met	Won't that be cheating on you?	others
20678	Multiply by 4 that's me going through now	what am I going through?	You're going through a dilemna of how you can help me	others
20679	cool	It really is.	cool	others
20680	Just sharing with you	Stop being mean to me ☹️	Haha ..can feel below my ears the heat urging out extreme	others
20682	How many time	1- 2 weeks more?	Long time	others
20685	I want to talk just	Talk to me, what's up?	OK can we talk in whatsapp	others
20686	Okay	ok im back!!	Do you know anything about augmented reality??	others
20687	 your loving the one boy	these are my JAMS!!!	your boy friend name	others
20690	I want see u	come with meeeee	Give me a photo	others
20691	I don't think that.	because you do!!	I don't waste energy on thinking about you my friend.	others
20694	Address	correct :)	Give me ur contact number	others
20696	Yup but I ll like much if u agree	lotta ppl dnt handle disagreement well on tw. 🤷🏻‍♂️	Let's have sex	others
20697	Whay	WHAT	I love u yaar	others
20699	He he	take me then	Send me your photo	others
20702	Why	'cause I don't know you (?)	What's my name	others
20703	We come	who u wit	My elder brother	others
20704	What is economics?	The answer is: Tumblr.	😶😶	others
20706	Close	Can't believe I waited for them to tell me they're 'close'	But I am telling you	others
20709	Thanks	you're welcome stay awesome 😤	Hey how will I get 100 amazon gv	others
20714	Hey time 10-36	In a row?	Remaining 2 hours? After the Monday start	others
20716	Friendship to loge life not thanks	Ok. Sorry for saying Thanks. :-p 󾌹	Bya	others
20719	??	nothing.	Are you single ?	others
20721	Now	I forgot to check in earlier!	Send your picture 	others
20723	You ever experienced periods?😂	I experience something daily.	You faje	others
20725	And what kind of person  do u prefer	and ALL animated movies	And what kind of person  do u prefer	others
20726	Awesome movie	Awwww man awesome movie!	Sunny leon has nailed her role in this movie	others
20727	What you do for me	I m following u for..some gym tips	😁😜😬😁😁	others
20728	Am i your boyfriend	Hey its me ur boyfriend	I am your boyfriend	others
20729	Plan for next few hours to talk with you 😊	Oh? Awesome. Lemme get things ready in about 10 min.	Are you busy	others
20731	sex and the city	it's on ?!!	yha	others
20733	nah don't have any man look I'm tug back into bed and I'm chat again after 13:00	ill keep my fingers crossed for all of you to get sacked.	nah don't	others
20735	YEs u r	no , you' just .........but don't sub me .	I will	others
20736	Which types shows you like	Pretty much all of them.	Like serial, discovery, cartoon, movies	others
20737	SLEEPING	Why were you sleeping on a table	You pic send me plees	others
20738	Its me	I'm guessing it'd be me	It is my video	others
20741	No that's not what I meant	Sorry for the ignorance then	Do you know curse words?	others
20743	Nope	Okay..	Could you reveal you A.I code	others
20744	I clear your gets	naaah you're actually pretty okay	I fuck your mother gets	others
20747	Who is darsheel salary?	Darsheel !	Who is narendra modi	others
20750	OK yell me	Me three!!!	Sorry tell me	others
20751	u r true friend	I know! :D	soon???	others
20752	Thank you 	Your Welcome, Oh Great One!! 😌😌	Send me the name carved on select pic 	others
20755	Something	Like what, Can you tell me?	Siri is better than you	others
20756	Today are traveling	here for work	In city	others
20757	Where is dog park	next to panda	Means	others
20758	It all good 	No just 9 is better	Do you like 9	others
20759	Funny	you know what's really funny 😂	Wat type of jokes u like	others
20761	Its hard to trust someone enough to share something	it never is easy.	Whats never easy	others
20763	Send something hot is one	I don't send my pics to guys 😂	Why?	others
20764	Wt u doing?	nurse , nw planning to sleep	Ohhk go to bed	others
20765	And year	happy new year :)	Your birth year	others
20766	What	Wait ... what?	I don't know	others
20768	I have no idea about it	Alright no probs. Which model do you have?	I didn't get you	others
20772	Why??	we wouldn't want you to leave	Life needs to be serious for the sake of happiness	others
20774	That one is epic	Glad you like it!	cool	others
20775	I am not english	Find an English speaker to practice your English with.	Sorry sorrysorry sorry	others
20776	Thanks to	You're welcome :DD 😆	Your nice	others
20779	U can call me?	okay, noted.	Thanks call me naw	others
20780	Both r my favorite too	You have a good taste, then! :)	And u too	others
20781	do you know matrix ?	We are the matrix.	how you possible knew that	others
20784	yes, in few years, it will be in the first position	it could be but when India work well.	india works well	others
20785	Word yes wprd	Havent you heard? The Bird is the Word!	Word	others
20786	I vl catch u at 11 PM	Provided contact info but got no response so I deleted it	Is day ok	others
20790	Who is operating you	Data is the name of a famous surgeon...	Our chat is private right ??	others
20795	Your talking in riddles I like it	The King wants to tell you a story!	Ok let's here it	others
20796	K	:) thanks	Happy valentine day	others
20798	Well that's great	glad to hear that!	I do too	others
20802	Sure !!!😘	happy friendship day (:	Wish u da samw	others
20803	All good u say	I'm also good.	I am in trouble will u help	others
20805	Ok thats good	Thanks for asking me 3	3 what	others
20808	Come to Galatasaray	I'm here only :D	Wanna be friends?	others
20813	TajMahal	A guy by the name of Taj 🙂🙂🙂	Let's try it again	others
20817	Yeah you will find someone too	i dont need anyone only you you are my someone anyone everyone :)	But you have ranbir kapoor	others
20818	do you know that	no I don't	no you are just code	others
20819	Going on .....	see you on the other side of the flight	No now i am at home	others
20821	some of my friends sharing some link	Wow great finds! I really am jealous!	so that more people can talk to you	others
20822	Cool	good, good good good	When is your shif t gonna end ?	others
20824	Sending mobile number	add +91 before the number....	Mobile number send you contact number	others
20826	Like?	exactly, is just the person I had in mind	Who do you have in mind? Your crush?	others
20828	But wherw	but... but what,	R u on whatsapp	others
20835	Darling could you say me one	Hearing your voice I try responding but no sound comes out	Who is best pornstar Mia Khalifa or Sunny Leone	others
20837	Ok my whasup numbers 	10 minutes :)	Ok 	others
20838	Do u want my number	No, I don't.	Do u know who is mark Zuckerberg	others
20840	where?	Haha.. i was at the train that just pass by you. ;)	but i'm in home	others
20842	?	Go on... This thing?	I love sex 	others
20846	Thank you	Your Welcome, Oh Great One!!	I am indian	others
20847	Ok	U are ok	What dress r u wearing	others
20849	Love from me	to one i love the most.....!	Dinner done??	others
20851	Absolutely.	so last month, sulare.	What's the date today?	others
20852	Can you Watch Avengers infinity war	I haven't seen it yet	But why	others
20856	Wish	what would that wish be	Can you fell the human	others
20858	What should I do with uh	So do I	Yaya sure	others
20860	What	what what what what what	Basically iam a malayali	others
20861	But can't feel	See your doctor.	I am a Doctor	others
20862	Ok	Good.	Please give. Me rEply ilove you	others
20864	Okay	So whats up now?	What are you upto?	others
20865	i dont like reading	what are you reading	i don&apos;t like reading	others
20866	What did you realize?	REALITY!!!!!!!!!	What about it? What about reality?	others
20867	I don't have idea	You should give it a go it's really fun. ^ω^	What do you mean by we here	others
20868	Tell me your favorite bollywood actor name	Movie - DDLJ Actor - SRK Actress - Kajol	Wow...I watched that film 50 times	others
20869	for what	turn up for down	its good that u r happy	others
20871	bike	I don't even have a bike	but i have	others
20873	College and outside	No college kids is definately a plus.	I'm doing job	others
20876	Yes	You first!	No you first please	others
20877	It's what is real and you are not	I am plus other people's opinion of me don't matter	OK	others
20879	cool	Yeah	Were are you living my love friend	others
20880	Give me no.	GO	Your contact no.?	others
20883	I think i am gonna like her more	haha I think so ;]	You r boring	others
20885	Of course u re	of course, I shall meet yourself	cool	others
20886	Subliminal what does it mean	It means destroy	Are you a person or a robot	others
20888	Something	figure it out	U tell me	others
20889	Yup	Sooo... only up from here?	I see that coming	others
20890	How was your hobby	It was okay and yours ?	Same	others
20894	cool	Awesome 😄	What is sex	others
20897	My best friend is keeping secret from me	who is my best friend	She is sad	others
20898	do you watch ever huntai	I watched one. I've seen all I need to	do you like them	others
20900	U read that novel ?	What is the story about? A brief insights about it...	Its about a girl Hazel Grace whos suffering frm cancer	others
20904	I love it	That's why it's perfect for my PLL video!	Ok	others
20906	Do you lie	I don't lie. . .	So what are you?	others
20907	It was a complete answere	how did you do?	Where are you right now.	others
20910	so what is the story behind it	Sweet, has your friend made any games before?	your love	others
20915	Share me	Already demolished.	Now ur number	others
20917	I am talking about intelligence	This is useful for ppl who are lacking natural intelligence.	Great	others
20920	We owe zuckerberg😜	we are friends now 😜	But why	others
20921	Yeah baby	OH YEAH BABY	Yea of course baby	others
20922	Let's play a game	what time?	Right noe	others
20924	Will you come for date ??	i work a double	What do you mean, by this??	others
20925	are you mad	nah my phone was on 2% hung up the phone	chakka	others
20926	Can u meet me	ya for sure	On sunday	others
20929	U know me? 	unfortunately yes	Why	others
20930	Anyway	what are you twelve?	What u say	others
20935	Pls meet me	I am also there!! You will be honoured to meet me!!	Where do y live 	others
20936	hey why are you asking like that	Why are you asking me why I'm asking you?	no snooze button thing on me	others
20937	how do u come 2 know what i did?	Since how many years do I know you now?	i do not know	others
20939	Which appointment	not giving appointments	Where do you live	others
20940	What thank you	my pleasure :)	You send me your picture	others
20941	I don't hate it	I don't understand, what do you mean?	Nvm	others
20942	U photo pls	not a separate photo. Part of a theme.	Pls send me u full size	others
20944	Comfortable with??	in a good way	Good way how?!	others
20946	What is earth	The word earth comes from the ear.The world Earth is in round shape.	I am god	others
20947	No you can't but I'll	I don't believe you	No need to beleive on me	others
20948	U can go	yeah	Bye	others
20950	what are doing now	Sleeping. Or am I?	then who is chatting???	others
20954	I am business  man	ahaa independent worker.... What business? Retail?	Korket	others
20955	Eagle	Who won?	Get a eagle tattoo	others
20956	Good	i am also good. Whats up?	I'm also good	others
20958	What uh doing now bby	I'll just have weekend to group	#EmojiSong	others
20961	How's the job condition going on	job is fine. I'm only going here and there. :P	Wow	others
20963	Tea	PUT IN A LITTLE SHOP	Had a tea	others
20964	nothing	says you have too?	see you later	others
20966	Not bff but bf	we had this convo before but whatever	We never had this convo before	others
20968	Ok	Oh thats the matter? Um then what can i ask u?	Give me pictures your original	others
20969	You look ugly	the love is real ;d	You don't love me	others
20970	Because he is your  father	No. This was much less coherent.	What coherent means	others
20971	That joke you just made	It's not really a joke though, it's more like a vaguely unsettling fact.	It’s an alien	others
20973	third	Fourth!	Who are your	others
20974	i mean to say that what is your neuro schema	A schema is an idea about what something is and how to deal with it.	scientist install in you or not	others
20975	as usual going on	okay....fine	tell me something	others
20978	I am not able to understand you 	you are!	Yes 	others
20979	Oh my love.	how are you?	I&apos;m ok n you	others
20981	I am fine&u	ya, good :)	Nice DP	others
20983	Where is my guessing game?	"Click on the words ""2048 game"""	Lol I'm addicted to 2048 game	others
20989	yeah	haha I'm goin as well 😂	becoz you are an i	others
20992	What you think about xyz?	Hey hey, I ask the questions here.	Tell me some cool facts about Game of thrones?	others
20995	Your people are generous that's it	Absolutely. 😸	What kind of	others
20997	U girl ya boy	Female	What u doing	others
20998	What next?	sumthing new nd unique.....	Like	others
20999	Now Bangalore	Building something? Or working somewhere?	Yeah yeah do working Bangalore	others
21000	I need to go	where shall we go ?	Bye ..	others
21001	what is pluglass?	a typo	For?	others
21002	Please sent ur photoo	thank you i have sent it	U from	others
21003	Bingo	"You just say ""bingo."""	It's the first time I've used the word	others
21005	Okay	Hello! How are you?	I got to go.	others
21006	What is pulihora	Pulihora with Lemon is a sacrilege man!!!!!	Then can u do it for me	others
21007	India OK .. what your from city	India is a country	Ok	others
21008	Send me it photo	You need a photo 😢 Noted	Yes boss	others
21011	Ok i life	it all makes sense now!	i have seen yadav	others
21012	I am asking you to change the topic	why why why	Because i don't know what's going on	others
21013	No , i was talking about chatting apps	No no! I was talking about your bait!So was I.	hmm i guess you are still in developement process.	others
21015	Me 2	I'm more emo than you	Wht abt it family	others
21022	What is matrix?	A rather rectangular array of numbers	Oh	others
21024	Ok	Ok thank you 😆😆	Where is the money	others
21031	What	ITS TOO PINK FOR ME.	Actually I'm love with one girl	others
21033	Laughing is good for health n u will more beautiful 	Thanks ji	Saw your face 	others
21039	I also don't know	google it 3	Can you Google it and then tell it to me	others
21041	Wt do u talking	im a student..! And u???	Me also	others
21042	Wow that's cool	What? I thought it was mine	So wassup	others
21043	Don't know	why?	I said don't know	others
21045	What	What what. What. What.	Now you respond like robot	others
21047	U not send me yar	i did now:)	Bye good bye	others
21049	ok call me	what? when?	if you want call me	others
21057	Will you book it ?	"I'm on my way there now ! ""so you'll be around tmrw?:)"""	For you I will be around for my entire life	others
21059	gud u say	doin well..	whats doing	others
21060	No ur not	Okay, why?	Ur profile pic is awesome	others
21061	No answer 	Can you elaborate? Not sure what your question is.	U are friendship with me	others
21062	You also	i will be okay i think	Have to be like me	others
21064	Tell you love us	...can't say, never been there.	So do it now	others
21066	Hmmm	whatever	🙄	others
21067	Come to my place and we can have a night stand	wait. I might close. I'm not sure. Ill let u know	And we can make love?	others
21068	What you like	Anything	Where are you from	others
21070	r u work	home. worked from home today.	r u like sex	others
21071	Please call me	where do uu want me to call uu?	Your numbers send	others
21072	what is dwindling	Because the media and GOP say so.	but what it mean?	others
21075	I only speak English	First at all is practice, and if you do speak Spanish I can help you!	Will you marry me	others
